,text,embeddings,distances
104,"Eight of Turkey's most-watched television channels organized a joint broadcast of an aid campaign. The channels; ATV, FOX, Kanal D, Kanal 7, Show TV, Star TV, TRT 1 and TV8 ortak organized the Türkiye Beats with One Heart Campaign on 15 February. The broadcast was featured on 213 television channels and 562 radio stations. The campaign received $6.1 billion in donations; the Central Bank of the Republic of Turkey was the largest donor, pledging $1.6 billion. Ziraat Bank and VakıfBank each pledged $1 billion. The Ministry of Youth and Sports, Turkish Football Federation, Super League Clubs Association Foundation and beIN Media Group organized the Omuz Omuza campaign which raised $44.8 million on the first day.","[-0.02938047 -0.04248257 -0.01265875 ...  0.01272492  0.00052607
 -0.04094737]",0.21086360685862826
197,"""Kahramanmaraş Supersite science page"". Group on Earth Observations.","[ 0.00366642 -0.00784132 -0.00391397 ...  0.00297897 -0.00896533
 -0.02490221]",0.2113532783619716
161,"By 25 February, 612 people were investigated for their involvement in building collapses; 184 were arrested and awaiting trial. Those in jail included contractors and building owners and managers. On 12 February, the Adana Chief Public Prosecutor's Office issued arrest warrants for 62 people; Thirty one arrests were made on 14 February. In Malatya, city prosecutors issued arrest warrants for 31 people.","[-0.00195542  0.0024646  -0.00855809 ...  0.01425022 -0.00658774
 -0.01427675]",0.21165015209478233
151,Some Kurdish and Alevi residents alleged discrimination and neglect in the government's recovery efforts. The pro-Kurdish Peoples' Democratic Party (HDP) accused Turkish authorities of preventing equal distribution of aid and favoring areas inhabited majorly by people loyal to the governing AKP.,"[ 0.00347123 -0.01579094 -0.00217241 ...  0.00690936 -0.00705496
  0.01911325]",0.21198504133927987
152,"AFAD, the state organ for the disaster relief, was criticized on the grounds of slowness during the first days of the earthquake. There were reports of unsuccessful attempts by people to contact AFAD. Emergency management academic Kubilay Kaptan stated that the delayed reaction of AFAD was mainly caused by the increasing centralization of Turkish emergency response agencies under the current government. According to Kaptan, numerous relief agencies were merged into AFAD in the past years and since the implementation of the referendum, AFAD became part of the Ministry of Interior, losing its autonomy and self-governance. Kaptan added that the Ministry of Interior, responsible for making decisions, hindered the fast response since the organization required approval for its actions, contrasting more independent agencies like FEMA in the United States. AFAD was also criticized on the claims of inappropriate board of management, since some members of the board had no disaster management background. İsmail Palakoğlu, the general manager of disaster response subdivision of AFAD and a theologian who previously worked at the Directorate of Religious Affairs, was criticized by several politicians and media outlets.","[-0.01464196 -0.01611024 -0.02576279 ... -0.00225849 -0.02063742
 -0.02641535]",0.2143063368874205
43,"The collapse of the luxury Rönesans Rezidans apartment trapped an estimated 800 people, killing at least 269 and leaving 46 missing as presumed dead. In May 2023, an investigation by The New York Times found that inadequate design and safety lapses may have contributed to its collapse. An engineer revealed to the newspaper; ""the building violated the basic tenets of engineering,"" after inspecting its blueprints. Contractors of the building said they adhered to building regulations but those were not enough against the earthquake.","[ 0.00644622  0.00448344  0.00469435 ...  0.00504132 -0.01330065
 -0.03872497]",0.21452810574431103
110,"On the morning of 7 February, Turkey accused the People's Defense Units of having overseen an MRL attack on its border checkpoint, and that the Turkish army responded with further attacks.","[-0.01300619 -0.00578886 -0.01600661 ...  0.00764456  0.03365693
 -0.0006115 ]",0.21467390891519422
131,"Some hotels including in Latakia and Damascus offered to accommodate to survivors free of charge and ensure basic necessities. Refugees and expatriates also opened their homes as shelters for people. Al-Sham Private University started an effort to receive people. Sports facilities, events venues, university dormitories and halls were also opened to take in people. The Syria Trust for Development announced the establishment of shelters across many governorates. Volunteer groups inspected buildings for damage and distributed food items, blankets, and first aid essentials.","[ 0.00422154 -0.01431711 -0.02362993 ... -0.01485233 -0.00595431
 -0.00634569]",0.21682254786158262
142,"NATO secretary-general Jens Stoltenberg said that member countries were mobilizing support. The Strategic Airlift Capability was used to transport search and rescue equipment. NATO deployed ""fully equipped semi-permanent shelter facilities"" to house displaced persons in Turkey. Flags at NATO headquarters were also lowered to half-mast. A vessel carrying the first 600 of 1,000 containers for temporary housing left Taranto, Italy for Turkey to accommodate at least 4,000 people.","[-0.00912166 -0.03227665  0.00473625 ... -0.00493814 -0.00786396
 -0.01774024]",0.21765974127477106
139,"Arab League secretary-general Ahmed Aboul Gheit called for international assistance to help those affected by ""this humanitarian catastrophe"".","[-0.02953582 -0.00120551  0.0215483  ... -0.03308012  0.00341588
 -0.01006786]",0.22216524235846702
156,"NetBlocks announced that ICTA limited access to Twitter from Turkey, with Turkish government officials claiming disinformation. According to Reuters, citing an anonymous government official, the block was necessary ""because in some accounts there were untrue claims, slander, insults and posts with fraudulent purposes,"" The block caused public anger as Twitter assisted in sharing information on arriving aid and the whereabouts of survivors still trapped in rubble. The Peoples' Democratic Party said Twitter helped in organizing aid to the affected and the block would ""only cause more death."" Ali Babacan, leader of the Turkey's opposition group, Democracy and Progress Party, also criticized the block.","[-0.0267213  -0.02621737 -0.00416401 ...  0.00153913 -0.01982548
 -0.0306864 ]",0.22244624075852137
115,"Turkey's Human Rights Association recorded several instances of violence and torture against alleged looters in Hatay Province. In one instance, a person died while in custody of officials after he was arrested in Hatay's Altinözü District alongside his brother. The surviving brother said he had been tortured. The siblings' father who identified the body said the victim died from a blood clot and had broken ribs and a broken nose. There were many reports of people mistaken as looters and violently beaten, including the beating of volunteer rescuers. A video which showed the lynching of three alleged refugees was posted on Twitter.","[-0.00222584 -0.02633225  0.00660627 ...  0.00612563  0.00624827
  0.01011657]",0.22285216044117606
170,"The United Nations criticized Russia's attempts to block delivery of aid through checkpoints to rebel-held territories. Secretary General António Guterres urged the Security Council to immediately permit aid flows into Northwestern Syria. United States appealed for the immediate opening of all closed checkpoints to send in relief efforts to all parts of Syria; calling for an emergency UN Security Council meeting to increase humanitarian assistance through Bab al-Hawa and open up more border crossings for the entry of UN aid. Stéphane Dujarric, a United Nations spokesperson, said on 14 February, ""some aid is getting into the north-west, pointing to 58 trucks that arrived with aid through the Bab Al-Hawa crossing."" However, the organization does not possess heavy equipment or search and rescue teams. He stressed that the ""international community as a whole needs to step up to get that aid where it is needed.""","[-0.01440809  0.00124117 -0.01325272 ... -0.01622949  0.02900647
  0.01068373]",0.22549492592587173
169,"Idlib region, under the control of Syrian Salvation Government (SSG), was one of the hardest-hit territories. Assad regime's policy of besieging North-West Syria; which blockades the supply of food, medicines and other humanitarian supplies, has further deteriorated the crisis in Idlib. Abu Mohammad al-Julani, commander of the SSG-aligned Tahrir al-Sham rebel militia, criticized aid agencies of neglecting the situation in Idlib and called on the international community to be more proactive in reconstruction and relief efforts, adding that the ""United Nations needs to understand that it's required to help in a crisis"". Upon traveling to the Bab al-Hawa Border Crossing bordering the rebel-held territories, UNOCHA Under-Secretary Martin Griffith stated on 12 February that ""We have so far failed the people in north-west Syria"". As of 13 February, Ankara and the Turkish-backed Free Syrian Army were accused of blocking aid convoys sent by the Autonomous Administration of North and East Syria from entering the north-west region.","[-0.00515078  0.00628334 -0.01730715 ... -0.00489307  0.01995205
  0.00424202]",0.22608457521181402
167,"President Erdoğan declared seven days of national mourning in Turkey on Twitter. Seven days of national mourning was observed in Northern Cyprus, and one day in Bangladesh and Kosovo. Albania's prime minister, Edi Rama, said 13 February would be a day of national mourning. On 13 February, all overseas diplomatic missions of North Macedonia lowered the Macedonian flags to half-mast.","[-0.00693352 -0.00932015  0.00398419 ...  0.01175206  0.02055479
 -0.02618181]",0.2266387800816707
129,"The Syrian government appealed to UN member states, the International Committee of the Red Cross, and other humanitarian organizations for international aid. Syria also requested for aid from the European Union's European Civil Protection Mechanism, according to commissioner Janez Lenarčič. The Syrian government, through its representative in the United Nations, said that it should be responsible for aid distribution in all areas of the country, including those held by the rebels. The UK government said it would deliver aid through its long-term partners, the White Helmets civilian defense force. The US State Department said it would use its humanitarian partners on the ground.","[-0.00440203 -0.00829113 -0.01875081 ... -0.00788859 -0.00696014
  0.01523179]",0.2266950017757352
193,ReliefWeb's  main page  for this event.,"[-2.55184285e-02 -7.12670665e-03  7.26226863e-05 ... -9.26816091e-03
 -3.30789350e-02 -7.49853486e-03]",0.2278756714168877
100,"Poor weather conditions including snow, rain and freezing temperatures disrupted search and rescue efforts undertaken by rescue workers and civilians. Rescuers and volunteers wore winter clothing while searching for survivors. Damaged roads also slowed down aid delivery.","[-0.0090046  -0.00597566 -0.00701819 ... -0.00220017 -0.00719579
  0.00896514]",0.23229047667101976
126,"Three players from Iran's national paralympic football team died in Turkey. Hatayspor's Ghanaian winger Christian Atsu died in the collapse of Rönesans Rezidans in Antakya. His body was found on the morning of 18 February. Atsu was a former Chelsea, Newcastle, Bournemouth and Everton player. Basketball player Nilay Aydogan died in Malatya.","[-0.00038684  0.00418162  0.00893884 ... -0.00060396  0.00383625
 -0.02539442]",0.23262578861017602
122,"On 9 February, the Council of Higher Education said education and training at universities in the affected provinces would be suspended until further notice. Student hostels managed by the General Directorate of Higher Education Credit and Hostels would be used to house affected individuals. The minister of national education, Mahmut Özer, ordered a week-long closure of all schools in the country, which was later extended to two weeks. Schools in the affected provinces were suspended until 10 March. Students studying in schools located in the affected provinces would be transferred to other provinces of their choice.","[-0.00317095 -0.02639566  0.00531051 ... -0.01373856  0.01130861
 -0.00992675]",0.23372692715599375
171,"Raed al-Saleh, chief of Syrian Civil Defence, strongly rebuked the UN for its negligence and delay in responding to the rescue efforts:""Let me be clear: The White Helmets received no support from the United Nations during the most critical moments of the rescue operations.. The UN's failure to respond quickly to this catastrophe is shameful. When I asked the UN why help had failed to arrive in time, the answer I received was bureaucracy. In the face of one of the deadliest catastrophes to strike the world in years, it seems the UN's hands were tied by red tape.""","[-0.01248957 -0.00940005 -0.00702045 ... -0.01843198 -0.00955781
  0.01652568]",0.23752109090641726
44,"The 13-storey apartment block consists of three closely spaced buildings linked externally, but not structurally; when the collapse occurred, all thre buildings separated. The basement, two-storey parking space was considered the ""strongest part"" of the complex as it had more concrete walls than other parts of the structure. The building's exterior walls and those that separated units and rooms consisted of heavy masonry which may have prevented the structure from swaying and possibly held the building mostly intact despite toppling. The building was considered a soft story structure as the ground floor had fewer masonry walls which meant it was at greater risk of damage from seismic ground motion. Among other factors were that the core concrete columns which housed the elevator systems were situated along the north side which left the south side vulnerable without adequate support. Another reason was that beams emerging from either side of the building were misaligned and did not connect to each other. These features may have contributed to the building overturning onto its south side.","[-0.00133191  0.01175248  0.0071888  ... -0.00737728 -0.03279388
 -0.04523293]",0.23860397465802718
173,"Concerns arose regarding the possible spread of infection in areas where sanitation facilities were damaged or unfunctional. Due to water shortage experienced in both countries, many survivors could not shower. International health organizations said the shortage of clean water would be a public health risk. The World Health Organization said water shortage ""increases the risk of waterborne diseases and outbreaks of communicable diseases.""","[ 0.02762957 -0.01605573  0.03058235 ... -0.02288403 -0.02134173
  0.00511134]",0.262536592884976
74,		,"[-1.56743079e-02 -2.09257342e-02 -2.36372507e-05 ... -2.53907796e-02
 -1.01029985e-02  1.01029985e-02]",0.280415322044655
73,		,"[-1.56743079e-02 -2.09257342e-02 -2.36372507e-05 ... -2.53907796e-02
 -1.01029985e-02  1.01029985e-02]",0.280415322044655
65,		,"[-0.01566786 -0.02093492  0.00010438 ... -0.02545527 -0.01022078
  0.01018077]",0.280421215321615
69,		,"[-0.01566786 -0.02093492  0.00010438 ... -0.02545527 -0.01022078
  0.01018077]",0.280421215321615
62,		,"[-1.56773869e-02 -2.09031831e-02  2.77037161e-05 ... -2.53957678e-02
 -1.01383105e-02  1.02249626e-02]",0.28061143645960185
66,		,"[-1.56773869e-02 -2.09031831e-02  2.77037161e-05 ... -2.53957678e-02
 -1.01383105e-02  1.02249626e-02]",0.28061143645960185
70,		,"[-1.56773869e-02 -2.09031831e-02  2.77037161e-05 ... -2.53957678e-02
 -1.01383105e-02  1.02249626e-02]",0.28061143645960185
77,		,"[-1.56773869e-02 -2.09031831e-02  2.77037161e-05 ... -2.53957678e-02
 -1.01383105e-02  1.02249626e-02]",0.28061143645960185
68,			,"[-0.01771244 -0.02737251 -0.02497482 ... -0.01726894  0.00114514
 -0.00154533]",0.2959498082648223
72,			,"[-0.01771244 -0.02737251 -0.02497482 ... -0.01726894  0.00114514
 -0.00154533]",0.2959498082648223
75,			,"[-0.01771244 -0.02737251 -0.02497482 ... -0.01726894  0.00114514
 -0.00154533]",0.2959498082648223
71,			,"[-0.01765627 -0.02742681 -0.0249322  ... -0.01725436  0.00111304
 -0.00153921]",0.29595399423288515
64,			,"[-0.01765627 -0.02742681 -0.0249322  ... -0.01725436  0.00111304
 -0.00153921]",0.29595399423288515
63,			,"[-0.01765627 -0.02742681 -0.0249322  ... -0.01725436  0.00111304
 -0.00153921]",0.29595399423288515
67,			,"[-0.01765627 -0.02742681 -0.0249322  ... -0.01725436  0.00111304
 -0.00153921]",0.29595399423288515
76,			,"[-0.01765627 -0.02742681 -0.0249322  ... -0.01725436  0.00111304
 -0.00153921]",0.29595399423288515
